comm_dropout,success_mean,success_ci,min_separation_mean,min_separation_ci,collision_steps_mean,collision_steps_ci,dynamic_collision_steps_mean,dynamic_collision_steps_ci,mean_neighbors_mean,mean_neighbors_ci,mean_steps_mean,mean_steps_ci,mean_steps_to_goal_mean,mean_steps_to_goal_ci
0.0,1.0,0.0,0.8480646319288528,0.13016105416447707,11.8,17.839230476676956,0.0,0.0,4.0092046641580215,0.2137342888117029,219.6,24.477253440694685,160.0,7.630088302241332
0.2,1.0,0.0,0.7996885407718747,0.21643202511206966,9.4,13.02478621705554,0.0,0.0,3.2531262684150652,0.09103099801379673,208.4,15.514981662896027,155.4,5.803656476739469
0.4,1.0,0.0,0.755873638788916,0.3181547400423171,8.6,11.588888471290073,0.0,0.0,2.432823556522932,0.0718378385082317,203.4,12.46720241273077,152.35,5.3303127018965775
0.6,1.0,0.0,0.7384173536595373,0.27432887284783414,6.2,7.751298213847794,0.0,0.0,1.609283664445794,0.05780991296381942,199.8,11.61868426285868,149.725,4.9191949036402285
0.8,1.0,0.0,0.7314635676741832,0.23354658996042718,5.6,7.401433374691688,0.0,0.0,0.8147891829825079,0.026404207391476767,198.8,12.056788295396082,148.075,5.093761527594317
